Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Meal Type,Menu No,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Serving Size
18,2,66.9,175.7,1,1682.125,4,23,2312.921875,260.2037109,28.6224082,2.4
18,2,66.9,175.7,1,1682.125,4,24,2312.921875,260.2037109,28.6224082,1.1
18,2,66.9,175.7,1,1682.125,4,25,2312.921875,260.2037109,28.6224082,5.2
18,2,66.9,175.7,1,1682.125,4,26,2312.921875,260.2037109,28.6224082,1.3
18,2,66.9,175.7,1,1682.125,4,27,2312.921875,260.2037109,28.6224082,2.6
18,2,66.9,175.7,1,1682.125,4,28,2312.921875,260.2037109,28.6224082,2
18,1,56.7,163,2,1334.75,4,22,2068.8625,232.7470313,25.60217344,1.7
18,1,56.7,163,2,1334.75,4,23,2068.8625,232.7470313,25.60217344,2.1
18,1,56.7,163,2,1334.75,4,24,2068.8625,232.7470313,25.60217344,1
18,1,56.7,163,2,1334.75,4,25,2068.8625,232.7470313,25.60217344,4.7
18,1,56.7,163,2,1334.75,4,26,2068.8625,232.7470313,25.60217344,1.2
18,1,56.7,163,2,1334.75,4,27,2068.8625,232.7470313,25.60217344,2.3
18,1,56.7,163,2,1334.75,4,28,2068.8625,232.7470313,25.60217344,1.8
18,2,66.9,175.7,2,1682.125,4,22,2607.29375,293.3205469,32.26526016,2.2
18,2,66.9,175.7,2,1682.125,4,23,2607.29375,293.3205469,32.26526016,2.7
18,2,66.9,175.7,2,1682.125,4,24,2607.29375,293.3205469,32.26526016,1.3
18,2,66.9,175.7,2,1682.125,4,25,2607.29375,293.3205469,32.26526016,5.9
18,2,66.9,175.7,2,1682.125,4,26,2607.29375,293.3205469,32.26526016,1.5
18,2,66.9,175.7,2,1682.125,4,27,2607.29375,293.3205469,32.26526016,2.9
18,2,66.9,175.7,2,1682.125,4,28,2607.29375,293.3205469,32.26526016,2.3
18,1,56.7,163,3 ,1334.75,4,22,2302.44375,259.0249219,28.49274141,1.9
18,1,56.7,163,3 ,1334.75,4,23,2302.44375,259.0249219,28.49274141,2.4
18,1,56.7,163,3 ,1334.75,4,24,2302.44375,259.0249219,28.49274141,1.1
18,1,56.7,163,3 ,1334.75,4,25,2302.44375,259.0249219,28.49274141,5.2
18,1,56.7,163,3 ,1334.75,4,26,2302.44375,259.0249219,28.49274141,1.3
18,1,56.7,163,3 ,1334.75,4,27,2302.44375,259.0249219,28.49274141,2.6
18,1,56.7,163,3 ,1334.75,4,28,2302.44375,259.0249219,28.49274141,2
18,2,66.9,175.7,3 ,1682.125,4,22,2901.665625,326.4373828,35.90811211,2.4
18,2,66.9,175.7,3 ,1682.125,4,23,2901.665625,326.4373828,35.90811211,3
18,2,66.9,175.7,3 ,1682.125,4,24,2901.665625,326.4373828,35.90811211,1.4
18,2,66.9,175.7,3 ,1682.125,4,25,2901.665625,326.4373828,35.90811211,6.5
18,2,66.9,175.7,3 ,1682.125,4,26,2901.665625,326.4373828,35.90811211,1.6
18,2,66.9,175.7,3 ,1682.125,4,27,2901.665625,326.4373828,35.90811211,3.3
18,2,66.9,175.7,3 ,1682.125,4,28,2901.665625,326.4373828,35.90811211,2.6
19,1,57.15,163,1,1334.25,4,22,1834.59375,206.3917969,22.70309766,1.5
19,1,57.15,163,1,1334.25,4,23,1834.59375,206.3917969,22.70309766,1.9
19,1,57.15,163,1,1334.25,4,24,1834.59375,206.3917969,22.70309766,0.9
19,1,57.15,163,1,1334.25,4,25,1834.59375,206.3917969,22.70309766,4.1
19,1,57.15,163,1,1334.25,4,26,1834.59375,206.3917969,22.70309766,1
19,1,57.15,163,1,1334.25,4,27,1834.59375,206.3917969,22.70309766,2.1
19,1,57.15,163,1,1334.25,4,28,1834.59375,206.3917969,22.70309766,1.6
19,2,68.95,176.5,1,1702.625,4,22,2341.109375,263.3748047,28.97122852,1.9
19,2,68.95,176.5,1,1702.625,4,23,2341.109375,263.3748047,28.97122852,2.4
19,2,68.95,176.5,1,1702.625,4,24,2341.109375,263.3748047,28.97122852,1.2
19,2,68.95,176.5,1,1702.625,4,25,2341.109375,263.3748047,28.97122852,5.3
19,2,68.95,176.5,1,1702.625,4,26,2341.109375,263.3748047,28.97122852,1.3
19,2,68.95,176.5,1,1702.625,4,27,2341.109375,263.3748047,28.97122852,2.6
19,2,68.95,176.5,1,1702.625,4,28,2341.109375,263.3748047,28.97122852,2.1
19,1,57.15,163,2,1334.25,4,22,2068.0875,232.6598438,25.59258281,1.7
19,1,57.15,163,2,1334.25,4,23,2068.0875,232.6598438,25.59258281,2.1
19,1,57.15,163,2,1334.25,4,24,2068.0875,232.6598438,25.59258281,1
19,1,57.15,163,2,1334.25,4,25,2068.0875,232.6598438,25.59258281,4.7
19,1,57.15,163,2,1334.25,4,26,2068.0875,232.6598438,25.59258281,1.2
19,1,57.15,163,2,1334.25,4,27,2068.0875,232.6598438,25.59258281,2.3
19,1,57.15,163,2,1334.25,4,28,2068.0875,232.6598438,25.59258281,1.8
19,2,68.95,176.5,2,1702.625,4,22,2639.06875,296.8952344,32.65847578,2.2
19,2,68.95,176.5,2,1702.625,4,23,2639.06875,296.8952344,32.65847578,2.7
19,2,68.95,176.5,2,1702.625,4,24,2639.06875,296.8952344,32.65847578,1.3
19,2,68.95,176.5,2,1702.625,4,25,2639.06875,296.8952344,32.65847578,5.9
19,2,68.95,176.5,2,1702.625,4,26,2639.06875,296.8952344,32.65847578,1.5
19,2,68.95,176.5,2,1702.625,4,27,2639.06875,296.8952344,32.65847578,3
19,2,68.95,176.5,2,1702.625,4,28,2639.06875,296.8952344,32.65847578,2.3
19,1,57.15,163,3 ,1334.25,4,22,2301.58125,258.9278906,28.48206797,1.9
19,1,57.15,163,3 ,1334.25,4,23,2301.58125,258.9278906,28.48206797,2.4
19,1,57.15,163,3 ,1334.25,4,24,2301.58125,258.9278906,28.48206797,1.1
19,1,57.15,163,3 ,1334.25,4,25,2301.58125,258.9278906,28.48206797,5.2
19,1,57.15,163,3 ,1334.25,4,26,2301.58125,258.9278906,28.48206797,1.3
19,1,57.15,163,3 ,1334.25,4,27,2301.58125,258.9278906,28.48206797,2.6
19,1,57.15,163,3 ,1334.25,4,28,2301.58125,258.9278906,28.48206797,2
19,2,68.95,176.5,3 ,1702.625,4,22,2937.028125,330.4156641,36.34572305,2.4
19,2,68.95,176.5,3 ,1702.625,4,23,2937.028125,330.4156641,36.34572305,3
19,2,68.95,176.5,3 ,1702.625,4,24,2937.028125,330.4156641,36.34572305,1.5
19,2,68.95,176.5,3 ,1702.625,4,25,2937.028125,330.4156641,36.34572305,6.6
19,2,68.95,176.5,3 ,1702.625,4,26,2937.028125,330.4156641,36.34572305,1.7
19,2,68.95,176.5,3 ,1702.625,4,27,2937.028125,330.4156641,36.34572305,3.3
19,2,68.95,176.5,3 ,1702.625,4,28,2937.028125,330.4156641,36.34572305,2.6
20,1,58.06,163.3,1,1340.225,4,22,1842.809375,207.3160547,22.80476602,1.5
20,1,58.06,163.3,1,1340.225,4,23,1842.809375,207.3160547,22.80476602,1.9
20,1,58.06,163.3,1,1340.225,4,24,1842.809375,207.3160547,22.80476602,0.9
20,1,58.06,163.3,1,1340.225,4,25,1842.809375,207.3160547,22.80476602,4.1
20,1,58.06,163.3,1,1340.225,4,26,1842.809375,207.3160547,22.80476602,1
20,1,58.06,163.3,1,1340.225,4,27,1842.809375,207.3160547,22.80476602,2.1
20,1,58.06,163.3,1,1340.225,4,28,1842.809375,207.3160547,22.80476602,1.6
20,2,70.3,177,1,1714.25,4,22,2357.09375,265.1730469,29.16903516,1.9
20,2,70.3,177,1,1714.25,4,23,2357.09375,265.1730469,29.16903516,2.4
20,2,70.3,177,1,1714.25,4,24,2357.09375,265.1730469,29.16903516,1.2
20,2,70.3,177,1,1714.25,4,25,2357.09375,265.1730469,29.16903516,5.3
20,2,70.3,177,1,1714.25,4,26,2357.09375,265.1730469,29.16903516,1.3
20,2,70.3,177,1,1714.25,4,27,2357.09375,265.1730469,29.16903516,2.7
20,2,70.3,177,1,1714.25,4,28,2357.09375,265.1730469,29.16903516,2.1
20,1,58.06,163.3,2,1340.225,4,22,2077.34875,233.7017344,25.70719078,1.7
20,1,58.06,163.3,2,1340.225,4,23,2077.34875,233.7017344,25.70719078,2.1
20,1,58.06,163.3,2,1340.225,4,24,2077.34875,233.7017344,25.70719078,1
20,1,58.06,163.3,2,1340.225,4,25,2077.34875,233.7017344,25.70719078,4.7
20,1,58.06,163.3,2,1340.225,4,26,2077.34875,233.7017344,25.70719078,1.2
20,1,58.06,163.3,2,1340.225,4,27,2077.34875,233.7017344,25.70719078,2.3
20,1,58.06,163.3,2,1340.225,4,28,2077.34875,233.7017344,25.70719078,1.8
20,2,70.3,177,2,1714.25,4,22,2657.0875,298.9223438,32.88145781,2.2
20,2,70.3,177,2,1714.25,4,23,2657.0875,298.9223438,32.88145781,2.7
20,2,70.3,177,2,1714.25,4,24,2657.0875,298.9223438,32.88145781,1.3
20,2,70.3,177,2,1714.25,4,25,2657.0875,298.9223438,32.88145781,6
20,2,70.3,177,2,1714.25,4,26,2657.0875,298.9223438,32.88145781,1.5
20,2,70.3,177,2,1714.25,4,27,2657.0875,298.9223438,32.88145781,3
20,2,70.3,177,2,1714.25,4,28,2657.0875,298.9223438,32.88145781,2.3
20,1,58.06,163.3,3 ,1340.225,4,22,2311.888125,260.0874141,28.60961555,1.9
20,1,58.06,163.3,3 ,1340.225,4,23,2311.888125,260.0874141,28.60961555,2.4
20,1,58.06,163.3,3 ,1340.225,4,24,2311.888125,260.0874141,28.60961555,1.1
20,1,58.06,163.3,3 ,1340.225,4,25,2311.888125,260.0874141,28.60961555,5.2
20,1,58.06,163.3,3 ,1340.225,4,26,2311.888125,260.0874141,28.60961555,1.3
20,1,58.06,163.3,3 ,1340.225,4,27,2311.888125,260.0874141,28.60961555,2.6
20,1,58.06,163.3,3 ,1340.225,4,28,2311.888125,260.0874141,28.60961555,2
20,2,70.3,177,3 ,1714.25,4,22,2957.08125,332.6716406,36.59388047,2.4
20,2,70.3,177,3 ,1714.25,4,23,2957.08125,332.6716406,36.59388047,3
20,2,70.3,177,3 ,1714.25,4,24,2957.08125,332.6716406,36.59388047,1.5
20,2,70.3,177,3 ,1714.25,4,25,2957.08125,332.6716406,36.59388047,6.7
20,2,70.3,177,3 ,1714.25,4,26,2957.08125,332.6716406,36.59388047,1.7
20,2,70.3,177,3 ,1714.25,4,27,2957.08125,332.6716406,36.59388047,3.3
20,2,70.3,177,3 ,1714.25,4,28,2957.08125,332.6716406,36.59388047,2.6
2,1,12.02,85.5,1,483.575,5,29,664.915625,74.80300781,22.44090234,0.6
2,1,12.02,85.5,1,483.575,5,30,664.915625,74.80300781,22.44090234,2.2
2,1,12.02,85.5,1,483.575,5,31,664.915625,74.80300781,22.44090234,1.1
2,1,12.02,85.5,1,483.575,5,32,664.915625,74.80300781,22.44090234,1.5
2,1,12.02,85.5,1,483.575,5,33,664.915625,74.80300781,22.44090234,1.5
2,1,12.02,85.5,1,483.575,5,34,664.915625,74.80300781,22.44090234,0.6
2,1,12.02,85.5,1,483.575,5,35,664.915625,74.80300781,22.44090234,1.5
2,2,12.47,86.8,1,662.2,5,29,910.525,102.4340625,30.73021875,0.8
2,2,12.47,86.8,1,662.2,5,30,910.525,102.4340625,30.73021875,3.1
2,2,12.47,86.8,1,662.2,5,31,910.525,102.4340625,30.73021875,1.5
2,2,12.47,86.8,1,662.2,5,32,910.525,102.4340625,30.73021875,2
2,2,12.47,86.8,1,662.2,5,33,910.525,102.4340625,30.73021875,2
2,2,12.47,86.8,1,662.2,5,34,910.525,102.4340625,30.73021875,0.8
2,2,12.47,86.8,1,662.2,5,35,910.525,102.4340625,30.73021875,2
2,1,12.02,85.5,2,483.575,5,29,749.54125,84.32339063,25.29701719,0.6
2,1,12.02,85.5,2,483.575,5,30,749.54125,84.32339063,25.29701719,2.5
2,1,12.02,85.5,2,483.575,5,31,749.54125,84.32339063,25.29701719,1.3
2,1,12.02,85.5,2,483.575,5,32,749.54125,84.32339063,25.29701719,1.7
2,1,12.02,85.5,2,483.575,5,33,749.54125,84.32339063,25.29701719,1.7
2,1,12.02,85.5,2,483.575,5,34,749.54125,84.32339063,25.29701719,0.6
2,1,12.02,85.5,2,483.575,5,35,749.54125,84.32339063,25.29701719,1.7
2,2,12.47,86.8,2,662.2,5,29,1026.41,115.471125,34.6413375,0.9
2,2,12.47,86.8,2,662.2,5,30,1026.41,115.471125,34.6413375,3.5
2,2,12.47,86.8,2,662.2,5,31,1026.41,115.471125,34.6413375,1.7
2,2,12.47,86.8,2,662.2,5,32,1026.41,115.471125,34.6413375,2.3
2,2,12.47,86.8,2,662.2,5,33,1026.41,115.471125,34.6413375,2.3
2,2,12.47,86.8,2,662.2,5,34,1026.41,115.471125,34.6413375,0.9
2,2,12.47,86.8,2,662.2,5,35,1026.41,115.471125,34.6413375,2.3
2,1,12.02,85.5,3 ,483.575,5,29,834.166875,93.84377344,28.15313203,0.7
2,1,12.02,85.5,3 ,483.575,5,30,834.166875,93.84377344,28.15313203,2.8
2,1,12.02,85.5,3 ,483.575,5,31,834.166875,93.84377344,28.15313203,1.4
2,1,12.02,85.5,3 ,483.575,5,32,834.166875,93.84377344,28.15313203,1.9
2,1,12.02,85.5,3 ,483.575,5,33,834.166875,93.84377344,28.15313203,1.9
2,1,12.02,85.5,3 ,483.575,5,34,834.166875,93.84377344,28.15313203,0.7
2,1,12.02,85.5,3 ,483.575,5,35,834.166875,93.84377344,28.15313203,1.9
2,2,12.47,86.8,3 ,662.2,5,29,1142.295,128.5081875,38.55245625,1
2,2,12.47,86.8,3 ,662.2,5,30,1142.295,128.5081875,38.55245625,3.9
2,2,12.47,86.8,3 ,662.2,5,31,1142.295,128.5081875,38.55245625,1.9
2,2,12.47,86.8,3 ,662.2,5,32,1142.295,128.5081875,38.55245625,2.6
2,2,12.47,86.8,3 ,662.2,5,33,1142.295,128.5081875,38.55245625,2.6
2,2,12.47,86.8,3 ,662.2,5,34,1142.295,128.5081875,38.55245625,1
2,2,12.47,86.8,3 ,662.2,5,35,1142.295,128.5081875,38.55245625,2.6
3,1,14.29,94,1,554.4,5,29,762.3,85.75875,25.727625,0.6
3,1,14.29,94,1,554.4,5,30,762.3,85.75875,25.727625,2.6
3,1,14.29,94,1,554.4,5,31,762.3,85.75875,25.727625,1.3
3,1,14.29,94,1,554.4,5,32,762.3,85.75875,25.727625,1.7
3,1,14.29,94,1,554.4,5,33,762.3,85.75875,25.727625,1.7
3,1,14.29,94,1,554.4,5,34,762.3,85.75875,25.727625,0.6
3,1,14.29,94,1,554.4,5,35,762.3,85.75875,25.727625,1.7
3,2,14.06,95.2,1,725.6,5,29,997.7,112.24125,33.672375,0.8
3,2,14.06,95.2,1,725.6,5,30,997.7,112.24125,33.672375,3.4
3,2,14.06,95.2,1,725.6,5,31,997.7,112.24125,33.672375,1.7
3,2,14.06,95.2,1,725.6,5,32,997.7,112.24125,33.672375,2.2
3,2,14.06,95.2,1,725.6,5,33,997.7,112.24125,33.672375,2.2
3,2,14.06,95.2,1,725.6,5,34,997.7,112.24125,33.672375,0.8
3,2,14.06,95.2,1,725.6,5,35,997.7,112.24125,33.672375,2.2
3,1,14.29,94,2,554.4,5,29,859.32,96.6735,29.00205,0.7
3,1,14.29,94,2,554.4,5,30,859.32,96.6735,29.00205,2.9
3,1,14.29,94,2,554.4,5,31,859.32,96.6735,29.00205,1.5
3,1,14.29,94,2,554.4,5,32,859.32,96.6735,29.00205,1.9
3,1,14.29,94,2,554.4,5,33,859.32,96.6735,29.00205,1.9
3,1,14.29,94,2,554.4,5,34,859.32,96.6735,29.00205,0.7
3,1,14.29,94,2,554.4,5,35,859.32,96.6735,29.00205,1.9
3,2,14.06,95.2,2,725.6,5,29,1124.68,126.5265,37.95795,0.9
3,2,14.06,95.2,2,725.6,5,30,1124.68,126.5265,37.95795,3.8
3,2,14.06,95.2,2,725.6,5,31,1124.68,126.5265,37.95795,1.9
3,2,14.06,95.2,2,725.6,5,32,1124.68,126.5265,37.95795,2.5
3,2,14.06,95.2,2,725.6,5,33,1124.68,126.5265,37.95795,2.5
3,2,14.06,95.2,2,725.6,5,34,1124.68,126.5265,37.95795,0.9
3,2,14.06,95.2,2,725.6,5,35,1124.68,126.5265,37.95795,2.5
3,1,14.29,94,3 ,554.4,5,29,956.34,107.58825,32.276475,0.8
3,1,14.29,94,3 ,554.4,5,30,956.34,107.58825,32.276475,3.2
3,1,14.29,94,3 ,554.4,5,31,956.34,107.58825,32.276475,1.6
3,1,14.29,94,3 ,554.4,5,32,956.34,107.58825,32.276475,2.2
3,1,14.29,94,3 ,554.4,5,33,956.34,107.58825,32.276475,2.2
3,1,14.29,94,3 ,554.4,5,34,956.34,107.58825,32.276475,0.8
3,1,14.29,94,3 ,554.4,5,35,956.34,107.58825,32.276475,2.2
3,2,14.06,95.2,3 ,725.6,5,29,1251.66,140.81175,42.243525,1.1
3,2,14.06,95.2,3 ,725.6,5,30,1251.66,140.81175,42.243525,4.2
3,2,14.06,95.2,3 ,725.6,5,31,1251.66,140.81175,42.243525,2.1
3,2,14.06,95.2,3 ,725.6,5,32,1251.66,140.81175,42.243525,2.8
3,2,14.06,95.2,3 ,725.6,5,33,1251.66,140.81175,42.243525,2.8
3,2,14.06,95.2,3 ,725.6,5,34,1251.66,140.81175,42.243525,1.1
3,2,14.06,95.2,3 ,725.6,5,35,1251.66,140.81175,42.243525,2.8
4,1,15.42,100.3,1,600.075,5,29,825.103125,92.82410156,26.91898945,0.7
4,1,15.42,100.3,1,600.075,5,30,825.103125,92.82410156,26.91898945,2.7
4,1,15.42,100.3,1,600.075,5,31,825.103125,92.82410156,26.91898945,1.3
4,1,15.42,100.3,1,600.075,5,32,825.103125,92.82410156,26.91898945,1.8
4,1,15.42,100.3,1,600.075,5,33,825.103125,92.82410156,26.91898945,1.8
4,1,15.42,100.3,1,600.075,5,34,825.103125,92.82410156,26.91898945,0.7
4,1,15.42,100.3,1,600.075,5,35,825.103125,92.82410156,26.91898945,1.8
4,2,16.33,102.3,1,787.675,5,29,1083.053125,121.8434766,35.3346082,0.9
4,2,16.33,102.3,1,787.675,5,30,1083.053125,121.8434766,35.3346082,3.5
4,2,16.33,102.3,1,787.675,5,31,1083.053125,121.8434766,35.3346082,1.8
4,2,16.33,102.3,1,787.675,5,32,1083.053125,121.8434766,35.3346082,2.4
4,2,16.33,102.3,1,787.675,5,33,1083.053125,121.8434766,35.3346082,2.4
4,2,16.33,102.3,1,787.675,5,34,1083.053125,121.8434766,35.3346082,0.9
4,2,16.33,102.3,1,787.675,5,35,1083.053125,121.8434766,35.3346082,2.4
4,1,15.42,100.3,2,600.075,5,29,930.11625,104.6380781,30.34504266,0.8
4,1,15.42,100.3,2,600.075,5,30,930.11625,104.6380781,30.34504266,3
4,1,15.42,100.3,2,600.075,5,31,930.11625,104.6380781,30.34504266,1.5
4,1,15.42,100.3,2,600.075,5,32,930.11625,104.6380781,30.34504266,2
4,1,15.42,100.3,2,600.075,5,33,930.11625,104.6380781,30.34504266,2
4,1,15.42,100.3,2,600.075,5,34,930.11625,104.6380781,30.34504266,0.8
4,1,15.42,100.3,2,600.075,5,35,930.11625,104.6380781,30.34504266,2
4,2,16.33,102.3,2,787.675,5,29,1220.89625,137.3508281,39.83174016,1
4,2,16.33,102.3,2,787.675,5,30,1220.89625,137.3508281,39.83174016,4
4,2,16.33,102.3,2,787.675,5,31,1220.89625,137.3508281,39.83174016,2
4,2,16.33,102.3,2,787.675,5,32,1220.89625,137.3508281,39.83174016,2.7
4,2,16.33,102.3,2,787.675,5,33,1220.89625,137.3508281,39.83174016,2.7
4,2,16.33,102.3,2,787.675,5,34,1220.89625,137.3508281,39.83174016,1
4,2,16.33,102.3,2,787.675,5,35,1220.89625,137.3508281,39.83174016,2.7
4,1,15.42,100.3,3 ,600.075,5,29,1035.129375,116.4520547,33.77109586,0.8
4,1,15.42,100.3,3 ,600.075,5,30,1035.129375,116.4520547,33.77109586,3.4
4,1,15.42,100.3,3 ,600.075,5,31,1035.129375,116.4520547,33.77109586,1.7
4,1,15.42,100.3,3 ,600.075,5,32,1035.129375,116.4520547,33.77109586,2.3
4,1,15.42,100.3,3 ,600.075,5,33,1035.129375,116.4520547,33.77109586,2.3
4,1,15.42,100.3,3 ,600.075,5,34,1035.129375,116.4520547,33.77109586,0.8
4,1,15.42,100.3,3 ,600.075,5,35,1035.129375,116.4520547,33.77109586,2.3
4,2,16.33,102.3,3 ,787.675,5,29,1358.739375,152.8581797,44.32887211,1.1
4,2,16.33,102.3,3 ,787.675,5,30,1358.739375,152.8581797,44.32887211,4.4
4,2,16.33,102.3,3 ,787.675,5,31,1358.739375,152.8581797,44.32887211,2.2
4,2,16.33,102.3,3 ,787.675,5,32,1358.739375,152.8581797,44.32887211,3
4,2,16.33,102.3,3 ,787.675,5,33,1358.739375,152.8581797,44.32887211,3
4,2,16.33,102.3,3 ,787.675,5,34,1358.739375,152.8581797,44.32887211,1.1
4,2,16.33,102.3,3 ,787.675,5,35,1358.739375,152.8581797,44.32887211,3
5,1,17.92,107.9,1,667.575,5,29,917.915625,103.2655078,29.94699727,0.7
5,1,17.92,107.9,1,667.575,5,30,917.915625,103.2655078,29.94699727,3
5,1,17.92,107.9,1,667.575,5,31,917.915625,103.2655078,29.94699727,1.5
5,1,17.92,107.9,1,667.575,5,32,917.915625,103.2655078,29.94699727,2
5,1,17.92,107.9,1,667.575,5,33,917.915625,103.2655078,29.94699727,2
5,1,17.92,107.9,1,667.575,5,34,917.915625,103.2655078,29.94699727,0.7
5,1,17.92,107.9,1,667.575,5,35,917.915625,103.2655078,29.94699727,2
5,2,18.37,109.2,1,846.2,5,29,1163.525,130.8965625,37.96000313,0.9
5,2,18.37,109.2,1,846.2,5,30,1163.525,130.8965625,37.96000313,3.8
5,2,18.37,109.2,1,846.2,5,31,1163.525,130.8965625,37.96000313,1.9
5,2,18.37,109.2,1,846.2,5,32,1163.525,130.8965625,37.96000313,2.5
5,2,18.37,109.2,1,846.2,5,33,1163.525,130.8965625,37.96000313,2.5
5,2,18.37,109.2,1,846.2,5,34,1163.525,130.8965625,37.96000313,0.9
5,2,18.37,109.2,1,846.2,5,35,1163.525,130.8965625,37.96000313,2.5
5,1,17.92,107.9,2,667.575,5,29,1034.74125,116.4083906,33.75843328,0.8
5,1,17.92,107.9,2,667.575,5,30,1034.74125,116.4083906,33.75843328,3.4
5,1,17.92,107.9,2,667.575,5,31,1034.74125,116.4083906,33.75843328,1.7
5,1,17.92,107.9,2,667.575,5,32,1034.74125,116.4083906,33.75843328,2.3
5,1,17.92,107.9,2,667.575,5,33,1034.74125,116.4083906,33.75843328,2.3
5,1,17.92,107.9,2,667.575,5,34,1034.74125,116.4083906,33.75843328,0.8
5,1,17.92,107.9,2,667.575,5,35,1034.74125,116.4083906,33.75843328,2.3
5,2,18.37,109.2,2,846.2,5,29,1311.61,147.556125,42.79127625,1.1
5,2,18.37,109.2,2,846.2,5,30,1311.61,147.556125,42.79127625,4.3
5,2,18.37,109.2,2,846.2,5,31,1311.61,147.556125,42.79127625,2.1
5,2,18.37,109.2,2,846.2,5,32,1311.61,147.556125,42.79127625,2.9
5,2,18.37,109.2,2,846.2,5,33,1311.61,147.556125,42.79127625,2.9
5,2,18.37,109.2,2,846.2,5,34,1311.61,147.556125,42.79127625,1.1
5,2,18.37,109.2,2,846.2,5,35,1311.61,147.556125,42.79127625,2.9
5,1,17.92,107.9,3 ,667.575,5,29,1151.566875,129.5512734,37.5698693,0.9
5,1,17.92,107.9,3 ,667.575,5,30,1151.566875,129.5512734,37.5698693,3.8
5,1,17.92,107.9,3 ,667.575,5,31,1151.566875,129.5512734,37.5698693,1.9
5,1,17.92,107.9,3 ,667.575,5,32,1151.566875,129.5512734,37.5698693,2.5
5,1,17.92,107.9,3 ,667.575,5,33,1151.566875,129.5512734,37.5698693,2.5
5,1,17.92,107.9,3 ,667.575,5,34,1151.566875,129.5512734,37.5698693,0.9
5,1,17.92,107.9,3 ,667.575,5,35,1151.566875,129.5512734,37.5698693,2.5
5,2,18.37,109.2,3 ,846.2,5,29,1459.695,164.2156875,47.62254938,1.2
5,2,18.37,109.2,3 ,846.2,5,30,1459.695,164.2156875,47.62254938,4.8
5,2,18.37,109.2,3 ,846.2,5,31,1459.695,164.2156875,47.62254938,2.4
5,2,18.37,109.2,3 ,846.2,5,32,1459.695,164.2156875,47.62254938,3.2
5,2,18.37,109.2,3 ,846.2,5,33,1459.695,164.2156875,47.62254938,3.2
5,2,18.37,109.2,3 ,846.2,5,34,1459.695,164.2156875,47.62254938,1.2
5,2,18.37,109.2,3 ,846.2,5,35,1459.695,164.2156875,47.62254938,3.2
6,1,19.96,115.5,1,730.475,5,29,1004.403125,112.9953516,32.76865195,0.8
6,1,19.96,115.5,1,730.475,5,30,1004.403125,112.9953516,32.76865195,3.3
6,1,19.96,115.5,1,730.475,5,31,1004.403125,112.9953516,32.76865195,1.6
6,1,19.96,115.5,1,730.475,5,32,1004.403125,112.9953516,32.76865195,2.2
6,1,19.96,115.5,1,730.475,5,33,1004.403125,112.9953516,32.76865195,2.2
6,1,19.96,115.5,1,730.475,5,34,1004.403125,112.9953516,32.76865195,0.8
6,1,19.96,115.5,1,730.475,5,35,1004.403125,112.9953516,32.76865195,2.2
6,2,20.64,115.5,1,903.275,5,29,1242.003125,139.7253516,40.52035195,1
6,2,20.64,115.5,1,903.275,5,30,1242.003125,139.7253516,40.52035195,4.1
6,2,20.64,115.5,1,903.275,5,31,1242.003125,139.7253516,40.52035195,2
6,2,20.64,115.5,1,903.275,5,32,1242.003125,139.7253516,40.52035195,2.7
6,2,20.64,115.5,1,903.275,5,33,1242.003125,139.7253516,40.52035195,2.7
6,2,20.64,115.5,1,903.275,5,34,1242.003125,139.7253516,40.52035195,1
6,2,20.64,115.5,1,903.275,5,35,1242.003125,139.7253516,40.52035195,2.7
6,1,19.96,115.5,2,730.475,5,29,1132.23625,127.3765781,36.93920766,0.9
6,1,19.96,115.5,2,730.475,5,30,1132.23625,127.3765781,36.93920766,3.7
6,1,19.96,115.5,2,730.475,5,31,1132.23625,127.3765781,36.93920766,1.8
6,1,19.96,115.5,2,730.475,5,32,1132.23625,127.3765781,36.93920766,2.5
6,1,19.96,115.5,2,730.475,5,33,1132.23625,127.3765781,36.93920766,2.5
6,1,19.96,115.5,2,730.475,5,34,1132.23625,127.3765781,36.93920766,0.9
6,1,19.96,115.5,2,730.475,5,35,1132.23625,127.3765781,36.93920766,2.5
6,2,20.64,115.5,2,903.275,5,29,1400.07625,157.5085781,45.67748766,1.1
6,2,20.64,115.5,2,903.275,5,30,1400.07625,157.5085781,45.67748766,4.6
6,2,20.64,115.5,2,903.275,5,31,1400.07625,157.5085781,45.67748766,2.3
6,2,20.64,115.5,2,903.275,5,32,1400.07625,157.5085781,45.67748766,3
6,2,20.64,115.5,2,903.275,5,33,1400.07625,157.5085781,45.67748766,3
6,2,20.64,115.5,2,903.275,5,34,1400.07625,157.5085781,45.67748766,1.1
6,2,20.64,115.5,2,903.275,5,35,1400.07625,157.5085781,45.67748766,3
6,1,19.96,115.5,3 ,730.475,5,29,1260.069375,141.7578047,41.10976336,1
6,1,19.96,115.5,3 ,730.475,5,30,1260.069375,141.7578047,41.10976336,4.1
6,1,19.96,115.5,3 ,730.475,5,31,1260.069375,141.7578047,41.10976336,2.1
6,1,19.96,115.5,3 ,730.475,5,32,1260.069375,141.7578047,41.10976336,2.7
6,1,19.96,115.5,3 ,730.475,5,33,1260.069375,141.7578047,41.10976336,2.7
6,1,19.96,115.5,3 ,730.475,5,34,1260.069375,141.7578047,41.10976336,1
